partition	protID	trimmedLength	trimmedPercent	span	spanLength	spanPercent	refProtLength
Homo_sapiens_397578-397864	sp|Q9UHP6|RSP14_HUMAN	221	0.635	(0, 348)	348	1.000	348
Homo_sapiens_397865-397982	sp|Q8IY31|IFT20_HUMAN	118	0.894	(10, 131)	121	0.917	132
Homo_sapiens_397983-398064	sp|P62341|SELT_HUMAN	71	0.364	(40, 178)	138	0.708	195
Homo_sapiens_398065-398199	sp|Q9BVM2|DPCD_HUMAN	127	0.626	(12, 184)	172	0.847	203
Homo_sapiens_398200-398291	sp|A6NFE3|EFC10_HUMAN	67	0.528	(10, 119)	109	0.858	127
Homo_sapiens_398292-398383	sp|P49789|FHIT_HUMAN	92	0.626	(2, 122)	120	0.816	147
Homo_sapiens_398384-398484	sp|Q9P000|COMD9_HUMAN	97	0.490	(14, 196)	182	0.919	198
Homo_sapiens_398485-398607	sp|Q9NXR8|ING3_HUMAN	123	0.294	(0, 413)	413	0.988	418
Homo_sapiens_398608-398708	sp|Q6NXT4|ZNT6_HUMAN	101	0.219	(77, 333)	256	0.555	461
Homo_sapiens_398875-398957	sp|Q6ZVS7|F183B_HUMAN	61	0.452	(13, 119)	106	0.785	135
Homo_sapiens_398958-399177	sp|Q8N412|STPG2_HUMAN	154	0.336	(0, 441)	441	0.961	459
Homo_sapiens_399178-399338	sp|P51157|RAB28_HUMAN	161	0.729	(12, 189)	177	0.801	221
Homo_sapiens_399339-399512	sp|Q7Z3E5|ARMC9_HUMAN	169	0.207	(88, 621)	533	0.652	817
Homo_sapiens_399513-399612	sp|Q8WV22|NSE1_HUMAN	80	0.301	(69, 236)	167	0.628	266
Homo_sapiens_399695-399780	sp|Q9BTM9|URM1_HUMAN	86	0.851	(7, 101)	94	0.931	101
Homo_sapiens_399932-400019	sp|P62310|LSM3_HUMAN	88	0.863	(14, 102)	88	0.863	102
Homo_sapiens_400020-400160	sp|Q6PK18|OGFD3_HUMAN	135	0.423	(105, 316)	211	0.661	319
Homo_sapiens_400161-400251	sp|Q9NZ42|PEN2_HUMAN	85	0.842	(0, 101)	101	1.000	101
Homo_sapiens_400252-400443	sp|Q7Z736|PKHH3_HUMAN	126	0.159	(299, 728)	429	0.541	793
Homo_sapiens_400444-400533	sp|Q8NHR9|PROF4_HUMAN	76	0.589	(0, 128)	128	0.992	129
Homo_sapiens_400534-400674	sp|Q6PHW0|IYD1_HUMAN	141	0.488	(87, 248)	161	0.557	289
Homo_sapiens_400675-400902	sp|Q8NEG5|ZSWM2_HUMAN	174	0.275	(20, 367)	347	0.548	633
Homo_sapiens_400903-401204	sp|Q96M69|LRGUK_HUMAN	302	0.366	(112, 532)	420	0.509	825
Homo_sapiens_401205-401319	sp|P78318|IGBP1_HUMAN	96	0.283	(58, 339)	281	0.829	339
Homo_sapiens_401320-401405	sp|Q9BV81|EMC6_HUMAN	86	0.782	(14, 110)	96	0.873	110
Homo_sapiens_401527-401632	sp|Q9NX38|F206A_HUMAN	93	0.514	(32, 163)	131	0.724	181
